name,function,systematicName,allInteractors.participant.symbol,allInteractors.participant.secondaryIdentifier,allInteractors.biologicalRole,allInteractors.stoichiometry,allInteractors.type,identifier,properties,accession,allInteractors.participant.genes.primaryIdentifier,complex.link
RPD3S histone deacetylase complex,"Histone deacetylase which functions by deacetylating chromatin, thereby limiting accessibility of the transcriptional machinery to the underlying DNA.. Rpd3S recognizes the SET2 methylated histones and deacetylates histones within transcribed sequences. This erases transcription elongation-associated histone acetylation and serves to repress the occurrence of spurious transcription initiation from cryptic start sites within open reading frames. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes",EAF3:RCO1:RPD3:SIN3:UME1,Rpd3p,YNL330C,?,?,protein,EBI:EBI-2640858,Mol. Wt. = 600kDa,CPX-1851,SGD:S000005274,https://www.yeastgenome.org/complex/CPX-1851
RPD3S histone deacetylase complex,"Histone deacetylase which functions by deacetylating chromatin, thereby limiting accessibility of the transcriptional machinery to the underlying DNA.. Rpd3S recognizes the SET2 methylated histones and deacetylates histones within transcribed sequences. This erases transcription elongation-associated histone acetylation and serves to repress the occurrence of spurious transcription initiation from cryptic start sites within open reading frames. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes",EAF3:RCO1:RPD3:SIN3:UME1,Sin3p,YOL004W,?,?,protein,EBI:EBI-2640858,Mol. Wt. = 600kDa,CPX-1851,SGD:S000005364,https://www.yeastgenome.org/complex/CPX-1851
RPD3S histone deacetylase complex,"Histone deacetylase which functions by deacetylating chromatin, thereby limiting accessibility of the transcriptional machinery to the underlying DNA.. Rpd3S recognizes the SET2 methylated histones and deacetylates histones within transcribed sequences. This erases transcription elongation-associated histone acetylation and serves to repress the occurrence of spurious transcription initiation from cryptic start sites within open reading frames. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes",EAF3:RCO1:RPD3:SIN3:UME1,Ume1p,YPL139C,?,?,protein,EBI:EBI-2640858,Mol. Wt. = 600kDa,CPX-1851,SGD:S000006060,https://www.yeastgenome.org/complex/CPX-1851
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Cti6p,YPL181W,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000006102,https://www.yeastgenome.org/complex/CPX-1852
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Dep1p,YAL013W,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000000011,https://www.yeastgenome.org/complex/CPX-1852
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Pho23p,YNL097C,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000005041,https://www.yeastgenome.org/complex/CPX-1852
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Rpd3p,YNL330C,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000005274,https://www.yeastgenome.org/complex/CPX-1852
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Rxt2p,YBR095C,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000000299,https://www.yeastgenome.org/complex/CPX-1852
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Rxt3p,YDL076C,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000002234,https://www.yeastgenome.org/complex/CPX-1852
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Sap30p,YMR263W,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000004876,https://www.yeastgenome.org/complex/CPX-1852
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Sds3p,YIL084C,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000001346,https://www.yeastgenome.org/complex/CPX-1852
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Sin3p,YOL004W,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000005364,https://www.yeastgenome.org/complex/CPX-1852
RPD3L histone deacetylase complex,"Histone deacetylase recruited to promoters in association with specific transcription factors such as UME6 (P39001), ASH1 (P34233), IME1 (P21190), WHI5 (Q12416), and STB1 (P42845) where it acts as a promoter targeted regulator of transcription.. At the promoter region, RPD3 deacetylates specific lysine residues on histones H3 and H4 in a localized region spanning about two nucleosomes. May also act to promote nucleosome assembly like a histone chaperone and prevent RSC-dependent histone eviction from nucleosomes. During vegetative growth, the complex functions as a negative regulator for all genes, whereas upon nitrogen depletion it functions as a positive regulator early during meiosis.",ASH1:CTI6:DEP1:PHO23:RPD3:RXT2:RXT3:SAP30:SDS3:SIN3:UME1:UME6,Ume1p,YPL139C,?,?,protein,EBI:EBI-2640905,?,CPX-1852,SGD:S000006060,https://www.yeastgenome.org/complex/CPX-1852
CKM complex,"Cyclin-dependent kinase complex which reversibly associates with the Mediator complex (CPX-3226). The mediator complex lacking the CKM complex has a stimulatory effect on basal transcription. In contrast, the mediator complex containing the sub-complex represses basal transcription. This effect is independent of kinase activity but binding of the complex to the Mediator may interfere with RNAPII recruitment and repress transcription re-initiation.",SSN2:SSN3:SSN8:SRB8,Srb8p,YCR081W,enzyme,?,protein,EBI:EBI-2640924,"Mol. weight = 430 kDa. The complex is roughly 200  100 A in size, with two bent features protruding from a globular central density.",CPX-1853,SGD:S000000677,https://www.yeastgenome.org/complex/CPX-1853
CKM complex,"Cyclin-dependent kinase complex which reversibly associates with the Mediator complex (CPX-3226). The mediator complex lacking the CKM complex has a stimulatory effect on basal transcription. In contrast, the mediator complex containing the sub-complex represses basal transcription. This effect is independent of kinase activity but binding of the complex to the Mediator may interfere with RNAPII recruitment and repress transcription re-initiation.",SSN2:SSN3:SSN8:SRB8,Ssn2p,YDR443C,?,?,protein,EBI:EBI-2640924,"Mol. weight = 430 kDa. The complex is roughly 200  100 A in size, with two bent features protruding from a globular central density.",CPX-1853,SGD:S000002851,https://www.yeastgenome.org/complex/CPX-1853
CKM complex,"Cyclin-dependent kinase complex which reversibly associates with the Mediator complex (CPX-3226). The mediator complex lacking the CKM complex has a stimulatory effect on basal transcription. In contrast, the mediator complex containing the sub-complex represses basal transcription. This effect is independent of kinase activity but binding of the complex to the Mediator may interfere with RNAPII recruitment and repress transcription re-initiation.",SSN2:SSN3:SSN8:SRB8,Ssn3p,YPL042C,unspecified role,?,protein,EBI:EBI-2640924,"Mol. weight = 430 kDa. The complex is roughly 200  100 A in size, with two bent features protruding from a globular central density.",CPX-1853,SGD:S000005963,https://www.yeastgenome.org/complex/CPX-1853
CKM complex,"Cyclin-dependent kinase complex which reversibly associates with the Mediator complex (CPX-3226). The mediator complex lacking the CKM complex has a stimulatory effect on basal transcription. In contrast, the mediator complex containing the sub-complex represses basal transcription. This effect is independent of kinase activity but binding of the complex to the Mediator may interfere with RNAPII recruitment and repress transcription re-initiation.",SSN2:SSN3:SSN8:SRB8,Ssn8p,YNL025C,?,?,protein,EBI:EBI-2640924,"Mol. weight = 430 kDa. The complex is roughly 200  100 A in size, with two bent features protruding from a globular central density.",CPX-1853,SGD:S000004970,https://www.yeastgenome.org/complex/CPX-1853
