primaryIdentifier,secondaryIdentifier,symbol,name,sgdAlias,briefDescription,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,chromosomeLocation.strand,organism.shortName,featureType,gene.link
SGD:S000000684,YCR088W,ABP1,Actin Binding Protein,?,Actin-binding protein of the cortical actin cytoskeleton,chrIII,265068,266846,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000684
SGD:S000004698,YMR092C,AIP1,Actin Interacting Protein,?,Actin cortical patch component,chrXIII,451632,453479,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004698
SGD:S000006163,YPL242C,IQG1,IQGAP-related protein,CYK1,Actin filament binding protein that enhances actin ring formation,chrXVI,90622,95109,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006163
SGD:S000001171,YHR129C,ARP1,Actin-Related Protein,ACT5|actin-related protein 1,Actin-related protein of the dynactin complex,chrVIII,362999,364153,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001171
SGD:S000004075,YLR085C,ARP6,Actin-Related Protein,?,Actin-related protein that binds nucleosomes,chrXII,300673,301989,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004075
SGD:S000001855,YFL039C,ACT1,ACTin,ABY1|actin|END7,"Actin, structural protein in cytoskeleton",chrVI,53260,54696,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001855
SGD:S000003083,YGL115W,SNF4,Sucrose NonFermenting,AMP-activated serine/threonine-protein kinase regulatory subunit SNF4|CAT3|SCI1,Activating gamma subunit of the AMP-activated Snf1p kinase complex,chrVII,292033,293001,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003083
SGD:S000002971,YGL003C,CDH1,CDC20 Homolog,HCT1,Activator of anaphase-promoting complex/cyclosome (APC/C),chrVII,492474,494174,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002971
SGD:S000003084,YGL116W,CDC20,Cell Division Cycle,PAC5|ubiquitin-protein transferase activating protein CDC20,Activator of anaphase-promoting complex/cyclosome (APC/C),chrVII,289809,291641,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003084
SGD:S000001859,YFL034C-B,MOB2,Mps One Binder,YFL035C|YFL035C-A,Activator of Cbk1p kinase,chrVI,63016,63993,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001859
SGD:S000000157,YBL061C,SKT5,?,CAL2|CHS4|CSD4,Activator of Chs3p (chitin synthase III) during vegetative growth,chrII,105316,107406,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000157
SGD:S000005592,YOR066W,MSA1,Mbf and Sbf Associated,YOR29-17,Activator of G1-specific transcription factors MBF and SBF,chrXV,449436,451325,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005592
SGD:S000003457,YGR225W,AMA1,Activator of Meiotic APC/C,SPO70,Activator of meiotic anaphase promoting complex (APC/C),chrVII,945145,947019,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003457
SGD:S000001077,YHR035W,NEL1,Non-ERES Localized Sec23 homolog 1,GTPase-activating protein NEL1,Activator of Sar1p GTPase activity,chrVIII,178219,180111,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001077
SGD:S000003269,YGR037C,ACB1,Acyl-CoA-Binding,long-chain fatty acid transporter ACB1,Acyl-CoA-binding protein,chrVII,559731,559994,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003269
SGD:S000000644,YCR048W,ARE1,Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme,SAT2|sterol acyltransferase,Acyl-CoA:sterol acyltransferase,chrIII,211929,213761,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000644
SGD:S000005302,YNR019W,ARE2,Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme,SAT1|sterol acyltransferase,Acyl-CoA:sterol acyltransferase,chrXIV,665339,667267,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005302
SGD:S000006016,YPL095C,EEB1,Ethyl Ester Biosynthesis,medium-chain fatty acid ethyl ester synthase/esterase,Acyl-coenzymeA:ethanol O-acyltransferase,chrXVI,368071,369441,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006016
SGD:S000004108,YLR118C,TML25,"acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa",APT1|palmitoyl-(protein) hydrolase,Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p,chrXII,384725,385408,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004108
SGD:S000000246,YBR042C,CST26,Chromosome STability,PSI1|putative acyltransferase,Acyltransferase,chrII,320416,321609,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000246
SGD:S000005291,YNR008W,LRO1,Lecithin cholesterol acyl transferase Related Open reading frame,phospholipid:diacylglycerol acyltransferase,Acyltransferase that converts diacylglycerol to triacylglycerol (TGA),chrXIV,640396,642381,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005291
SGD:S000006253,YPR049C,ATG11,AuTophaGy related,autophagy protein ATG11|CVT3|CVT9,Adapter protein for pexophagy and the Cvt targeting pathway,chrXVI,661137,664673,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006253
SGD:S000006375,YPR171W,BSP1,Binding protein of Synaptojanin Polyphosphoinositide phosphatase domain,?,Adapter that links synaptojanins to the cortical actin cytoskeleton,chrXVI,883828,885558,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006375
SGD:S000000537,YCL032W,STE50,STErile,?,Adaptor protein for various signaling pathways,chrIII,63441,64481,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000537
SGD:S000002731,YDR323C,PEP7,carboxyPEPtidase Y-deficient,VAC1|VPL21|VPS19|VPT19,Adaptor protein involved in vesicle-mediated vacuolar protein sorting,chrIV,1112480,1114027,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002731
SGD:S000006175,YPL254W,HFI1,Histone H2A Functional Interactor,ADA1|GAN1|SRM12|SUP110,Adaptor protein required for structural integrity of the SAGA complex,chrXVI,69485,70951,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006175
SGD:S000005187,YNL243W,SLA2,Synthetic Lethal with ABP1,END4|MOP2,Adaptor protein that links actin to clathrin and endocytosis,chrXIV,188051,190957,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005187
SGD:S000005085,YNL141W,AAH1,Adenine AminoHydrolase,adenine deaminase,Adenine deaminase (adenine aminohydrolase),chrXIV,359596,360639,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005085
SGD:S000004484,YML022W,APT1,Adenine PhosphoribosylTransferase,adenine phosphoribosyltransferase APT1,Adenine phosphoribosyltransferase,chrXIII,228937,229500,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004484
SGD:S000002283,YDL125C,HNT1,Histidine triad NucleoTide-binding,adenosine 5'-monophosphoramidase,Adenosine 5'-monophosphoramidase,chrIV,239019,239606,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002283
SGD:S000003866,YJR105W,ADO1,ADenOsine kinase,adenosine kinase,Adenosine kinase,chrX,623581,624603,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003866
SGD:S000003542,YJL005W,CYR1,CYclic AMP Requirement,adenylate cyclase|CDC35|FIL1|HSR1|SRA4|TSM0185,Adenylate cyclase,chrX,425157,431237,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003542
SGD:S000002634,YDR226W,ADK1,ADenylate Kinase,adenylate kinase ADK1|AKY1|AKY2,"Adenylate kinase, required for purine metabolism",chrIV,916486,917154,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002634
SGD:S000004351,YLR359W,ADE13,ADEnine requiring,adenylosuccinase ADE13|BRA1|BRA8,Adenylosuccinate lyase,chrXII,844282,845730,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004351
SGD:S000005164,YNL220W,ADE12,ADEnine requiring,adenylosuccinate synthase|BRA9,Adenylosuccinate synthase,chrXIV,234413,235714,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005164
SGD:S000001484,YKL001C,MET14,METhionine requiring,adenylyl-sulfate kinase,Adenylylsulfate kinase,chrXI,438777,439385,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001484
SGD:S000003000,YGL032C,AGA2,a-AGglutinin,?,Adhesion subunit of a-agglutinin of a-cells,chrVII,436570,436833,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003000
SGD:S000001372,YIL110W,HPM1,Histidine Protein Methyltransferase,MNI1|protein-histidine N-methyltransferase,AdoMet-dependent methyltransferase,chrIX,156045,157178,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001372
SGD:S000000559,YCL054W,SPB1,Suppressor of PaB1 mutant,27S pre-rRNA (guanosine2922-2'-O)-methyltransferase,AdoMet-dependent methyltransferase,chrIII,31449,33974,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000559
SGD:S000000465,YBR261C,TAE1,Translation Associated Element,N-terminal protein methyltransferase|NTM1,AdoMet-dependent proline methyltransferase,chrII,734832,735530,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000465
SGD:S000005501,YOL141W,PPM2,Protein Phosphatase Methyltransferase,tRNA methyltransferase PPM2|TYW4,AdoMet-dependent tRNA methyltransferase,chrXV,56452,58539,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005501
SGD:S000005765,YOR239W,ABP140,Actin Binding Protein,TRM140|tRNA(Thr) (cytosine(32)-N(3))-methyltransferase|YOR240W,AdoMet-dependent tRNA methyltransferase and actin binding protein,chrXV,784857,786744,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005765
SGD:S000005027,YNL083W,SAL1,Suppressor of Aac2 Lethality,Ca(2+)-binding ATP:ADP antiporter SAL1,ADP/ATP transporter,chrXIV,471377,472861,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005027
SGD:S000002296,YDL137W,ARF2,ADP-Ribosylation Factor,Arf family GTPase ARF2,ADP-ribosylation factor,chrIV,216529,217074,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002296
SGD:S000002351,YDL192W,ARF1,ADP-Ribosylation Factor,Arf family GTPase ARF1,ADP-ribosylation factor,chrIV,116321,116866,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002351
SGD:S000002932,YDR524C,AGE1,Arf Gap with Effector function(s),GTPase-activating protein AGE1|SAT1,ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector,chrIV,1487542,1488990,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002932
SGD:S000001306,YIL044C,AGE2,ArfGAP Effector,GTPase-activating protein AGE2|SAT2,ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector,chrIX,272950,273846,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001306
SGD:S000002385,YDL226C,GCS1,Growth Cold Sensitive,GTPase-activating protein GCS1,ADP-ribosylation factor GTPase activating protein (ARF GAP),chrIV,51115,52173,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002385
SGD:S000000924,YER122C,GLO3,GLyOxalase,ADP-ribosylation factor GTPase-activating protein,ADP-ribosylation factor GTPase activating protein (ARF GAP),chrV,402871,404352,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000924
SGD:S000001248,YHR205W,SCH9,?,HRM2|KOM1|serine/threonine protein kinase SCH9,AGC family protein kinase,chrVIII,509363,511837,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001248
SGD:S000000232,YBR028C,YPK3,?,putative protein kinase YPK3,AGC kinase,chrII,294425,296002,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000232
SGD:S000004710,YMR104C,YPK2,Yeast Protein Kinase,putative protein kinase YPK2|YKR2,AGC-type S/T protein kinase,chrXIII,473420,475453,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004710
SGD:S000001864,YFL030W,AGX1,Alanine:Glyoxylate aminotrans(X)ferase,alanine--glyoxylate transaminase,Alanine:glyoxylate aminotransferase (AGT),chrVI,76831,77988,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001864
SGD:S000004079,YLR089C,ALT1,ALanine Transaminase,alanine transaminase ALT1,Alanine transaminase (glutamic pyruvic transaminase),chrXII,318237,320015,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004079
SGD:S000006514,YNCJ0005C,?,?,tA(AGC)J|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrX,197313,197385,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006514
SGD:S000006516,YNCK0019W,?,?,tA(AGC)K2|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrXI,517988,518060,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006516
SGD:S000006515,YNCK0008W,?,?,tA(AGC)K1|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrXI,219895,219967,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006515
SGD:S000006517,YNCL0035C,?,?,tA(AGC)L|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrXII,656934,657006,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006517
SGD:S000006519,YNCM0035C,?,?,tA(AGC)M2|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrXIII,768369,768441,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006519
SGD:S000006518,YNCM0018C,?,?,tA(AGC)M1|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrXIII,321147,321219,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006518
SGD:S000006520,YNCP0022W,?,?,tA(AGC)P|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrXVI,856902,856974,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006520
SGD:S000006510,YNCD0004W,?,?,tA(AGC)D|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrIV,410379,410451,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006510
SGD:S000006511,YNCF0011C,?,?,tA(AGC)F|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrVI,204924,204996,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006511
SGD:S000006512,YNCG0034W,?,?,tA(AGC)G|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrVII,774349,774421,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006512
SGD:S000006513,YNCH0006C,?,?,tA(AGC)H|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrVIII,146242,146314,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006513
SGD:S000006524,YNCL0004C,?,?,tA(UGC)L|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrXII,214883,214955,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006524
SGD:S000006525,YNCO0029C,?,?,tA(UGC)O|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrXV,854187,854259,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006525
SGD:S000006521,YNCA0004W,TGA1,?,tA(UGC)A|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrI,166267,166339,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006521
SGD:S000006522,YNCE0016C,?,?,tA(UGC)E|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrV,312023,312095,-1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006522
SGD:S000006523,YNCG0036W,?,?,tA(UGC)G|tRNA-Ala|tRNA-Ala,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis",chrVII,794417,794489,1,S. cerevisiae,tRNA gene,https://www.yeastgenome.org/locus/S000006523
SGD:S000003409,YGR177C,ATF2,AcetylTransFerase,alcohol O-acetyltransferase,Alcohol acetyltransferase,chrVII,848829,850436,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003409
SGD:S000005904,YOR377W,ATF1,AcetylTransFerase,alcohol O-acetyltransferase,Alcohol acetyltransferase,chrXV,1046226,1047803,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005904
SGD:S000005446,YOL086C,ADH1,Alcohol DeHydrogenase,ADC1|alcohol dehydrogenase ADH1,Alcohol dehydrogenase,chrXV,159548,160594,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005446
SGD:S000003225,YGL256W,ADH4,Alcohol DeHydrogenase,alcohol dehydrogenase ADH4|NRC465|ZRG5,Alcohol dehydrogenase isoenzyme type IV,chrVII,15159,16307,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003225
SGD:S000000349,YBR145W,ADH5,Alcohol DeHydrogenase,alcohol dehydrogenase ADH5,Alcohol dehydrogenase isoenzyme V,chrII,533762,534817,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000349
SGD:S000004760,YMR152W,YIM1,?,?,Aldehyde reductase,chrXIII,563096,564193,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004760
SGD:S000003007,YGL039W,?,?,carbonyl reductase (NADPH-dependent),Aldehyde reductase,chrVII,423961,425007,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003007
SGD:S000002949,YDR541C,?,?,carbonyl reductase (NADPH-dependent),Aldehyde reductase,chrIV,1519664,1520698,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002949
SGD:S000001146,YHR104W,GRE3,Genes de Respuesta a Estres (stress responsive genes),trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+)),Aldose reductase,chrVIII,323409,324392,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001146
SGD:S000000387,YBR183W,YPC1,Yeast Phyto-Ceramidase,phytoceramidase,Alkaline ceramidase,chrII,596115,597065,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000387
SGD:S000006008,YPL087W,YDC1,Yeast DihydroCeramidase,alkaline dihydroceramidase,"Alkaline dihydroceramidase, involved in sphingolipid metabolism",chrXVI,383455,384408,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006008
SGD:S000003913,YJR152W,DAL5,Degradation of Allantoin,allantoate permease|UREP1,Allantoate permease,chrX,719666,721297,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003913
SGD:S000001468,YIR029W,DAL2,Degradation of Allantoin,ALC1|allantoicase,Allantoicase,chrIX,410807,411838,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001468
SGD:S000001466,YIR027C,DAL1,Degradation of Allantoin,allantoinase,Allantoinase,chrIX,406260,407642,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001466
SGD:S000001467,YIR028W,DAL4,Degradation of Allantoin,allantoin permease,Allantoin permease,chrIX,408468,410375,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001467
SGD:S000003892,YJR131W,MNS1,?,"mannosyl-oligosaccharide 1,2-alpha-mannosidase","Alpha-1,2-mannosidase",chrX,667644,669293,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003892
SGD:S000005675,YOR149C,SMP3,Stable Maintenance of pSRI,"glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase|LAS2|SAP2","Alpha 1,2-mannosyltransferase",chrXV,609838,611388,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005675
SGD:S000004993,YNL048W,ALG11,Asparagine-Linked Glycosylation,"alpha-1,2-mannosyltransferase ALG11","Alpha-1,2-mannosyltransferase",chrXIV,538173,539819,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004993
SGD:S000005625,YOR099W,KTR1,Kre Two Related,"alpha-1,2-mannosyltransferase KTR1","Alpha-1,2-mannosyltransferase",chrXV,511825,513006,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005625
SGD:S000000219,YBR015C,MNN2,MaNNosyltransferase,"alpha-1,2-mannosyltransferase MNN2|CRV4|LDB8|TTP1","Alpha-1,2-mannosyltransferase",chrII,267710,269503,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000219
SGD:S000003722,YJL186W,MNN5,MaNNosyltransferase,"alpha-1,2-mannosyltransferase MNN5","Alpha-1,2-mannosyltransferase",chrX,80155,81915,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003722
SGD:S000002891,YDR483W,KRE2,Killer toxin REsistant,"alpha-1,2-mannosyltransferase KRE2|MNT1","Alpha1,2-mannosyltransferase of the Golgi",chrIV,1421157,1422485,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002891
SGD:S000001247,YHR204W,MNL1,MaNnosidase-Like protein,"alpha-1,2-mannosidase MNL1|HTM1","Alpha-1,2-specific exomannosidase of the endoplasmic reticulum",chrVIII,506319,508709,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001247
SGD:S000001276,YIL014W,MNT3,MaNnosylTransferase,"alpha-1,3-mannosyltransferase MNT3","Alpha-1,3-mannosyltransferase",chrIX,326103,327995,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001276
SGD:S000000803,YER001W,MNN1,MaNNosyltransferase,"alpha-1,3-mannosyltransferase MNN1","Alpha-1,3-mannosyltransferase",chrV,153520,155808,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000803
SGD:S000003836,YJR075W,HOC1,Homologous to OCh1,"alpha-1,6-mannosyltransferase","Alpha-1,6-mannosyltransferase",chrX,573981,575171,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003836
SGD:S000005313,YNR030W,ALG12,Asparagine-Linked Glycosylation,"dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase|ECM39","Alpha-1,6-mannosyltransferase localized to the ER",chrXIV,678799,680454,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005313
SGD:S000002979,YGL011C,SCL1,Suppressor of Crl3 ts Lethality,PRC2|proteasome core particle subunit alpha 1,Alpha 1 subunit of the 20S proteasome,chrVII,474489,475247,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002979
SGD:S000004557,YML092C,PRE8,PRoteinase yscE,proteasome core particle subunit alpha 2,Alpha 2 subunit of the 20S proteasome,chrXIII,85987,86739,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004557
